MrHarvey,35,113,71,83,removed,2015-03-17 14:29:51.401,0
MrHarvey,2,-256,72,149,removed,2015-03-17 15:12:12.485,0
MrHarvey,0,-256,255,149,removed,2015-03-17 15:12:12.495,0
MrHarvey,2,-256,72,150,removed,2015-03-17 15:12:12.54,0
MrHarvey,0,-256,255,150,removed,2015-03-17 15:12:12.641,0
MrHarvey,0,-256,255,150,removed,2015-03-17 15:12:12.691,0
MrHarvey,0,-256,255,150,removed,2015-03-17 15:12:12.691,0
MrHarvey,2,-254,72,150,removed,2015-03-17 15:12:12.98,0
MrHarvey,0,-254,255,150,removed,2015-03-17 15:12:12.98,0
MrHarvey,2,-253,72,149,removed,2015-03-17 15:12:12.981,0
MrHarvey,0,-253,255,149,removed,2015-03-17 15:12:12.981,0
MrHarvey,0,-253,255,149,removed,2015-03-17 15:12:12.982,0
MrHarvey,0,-253,255,149,removed,2015-03-17 15:12:13.04,0
MrHarvey,2,-252,72,147,removed,2015-03-17 15:12:13.091,0
MrHarvey,0,-252,255,147,removed,2015-03-17 15:12:13.092,0
MrHarvey,2,-252,72,147,removed,2015-03-17 15:12:13.143,0
MrHarvey,0,-252,255,147,removed,2015-03-17 15:12:13.241,0
MrHarvey,2,-251,72,146,removed,2015-03-17 15:12:13.485,0
MrHarvey,0,-251,255,146,removed,2015-03-17 15:12:13.486,0
MrHarvey,0,-251,255,146,removed,2015-03-17 15:12:13.487,0
MrHarvey,2,-250,72,148,removed,2015-03-17 15:12:13.59,0
MrHarvey,0,-250,255,148,removed,2015-03-17 15:12:13.591,0
MrHarvey,0,-250,255,148,removed,2015-03-17 15:12:13.643,0
MrHarvey,2,-250,72,150,removed,2015-03-17 15:12:13.692,0
MrHarvey,0,-250,255,150,removed,2015-03-17 15:12:13.984,0
MrHarvey,2,-250,72,150,removed,2015-03-17 15:12:13.985,0
MrHarvey,0,-250,255,150,removed,2015-03-17 15:12:13.986,0
MrHarvey,0,-250,255,150,removed,2015-03-17 15:12:13.986,0
MrHarvey,0,-250,255,150,removed,2015-03-17 15:12:13.995,0
MrHarvey,2,-250,72,152,removed,2015-03-17 15:12:14.09,0
MrHarvey,0,-250,255,152,removed,2015-03-17 15:12:14.141,0
MrHarvey,2,-249,72,154,removed,2015-03-17 15:12:15.191,0
MrHarvey,0,-249,255,154,removed,2015-03-17 15:12:15.241,0
MrHarvey,2,-249,72,155,removed,2015-03-17 15:12:15.482,0
MrHarvey,0,-249,255,155,removed,2015-03-17 15:12:15.483,0
MrHarvey,0,-249,255,155,removed,2015-03-17 15:12:15.484,0
MrHarvey,0,-249,255,155,removed,2015-03-17 15:12:15.484,0
MrHarvey,2,-248,72,157,removed,2015-03-17 15:12:15.485,0
MrHarvey,2,-247,72,157,removed,2015-03-17 15:12:15.541,0
MrHarvey,0,-247,255,157,removed,2015-03-17 15:12:15.592,0
MrHarvey,0,-247,255,157,removed,2015-03-17 15:12:15.592,0
MrHarvey,0,-247,255,157,removed,2015-03-17 15:12:15.984,0
MrHarvey,2,-246,72,153,removed,2015-03-17 15:12:15.985,0
MrHarvey,0,-246,255,153,removed,2015-03-17 15:12:15.985,0
MrHarvey,2,-247,72,153,removed,2015-03-17 15:12:16.04,0
MrHarvey,0,-247,255,153,removed,2015-03-17 15:12:16.091,0
MrHarvey,2,-245,72,154,removed,2015-03-17 15:12:16.141,0
MrHarvey,2,-245,72,155,removed,2015-03-17 15:12:16.191,0
MrHarvey,0,-245,255,155,removed,2015-03-17 15:12:16.242,0
MrHarvey,2,-244,72,156,removed,2015-03-17 15:12:16.489,0
MrHarvey,0,-244,255,156,removed,2015-03-17 15:12:16.489,0
MrHarvey,2,-245,72,157,removed,2015-03-17 15:12:16.641,0
MrHarvey,2,-244,72,157,removed,2015-03-17 15:12:16.691,0
MrHarvey,0,-244,255,157,removed,2015-03-17 15:12:16.692,0
MrHarvey,0,-244,255,157,removed,2015-03-17 15:12:16.742,0
MrHarvey,2,-243,72,157,removed,2015-03-17 15:12:16.987,0
MrHarvey,0,-243,255,157,removed,2015-03-17 15:12:16.988,0
MrHarvey,0,-243,255,157,removed,2015-03-17 15:12:16.988,0
MrHarvey,0,-243,255,157,removed,2015-03-17 15:12:16.989,0
MrHarvey,0,-243,255,157,removed,2015-03-17 15:12:16.994,0
MrHarvey,2,-244,72,157,removed,2015-03-17 15:12:17.49,0
MrHarvey,0,-244,255,157,removed,2015-03-17 15:12:17.49,0
MrHarvey,2,-245,72,160,removed,2015-03-17 15:12:18.192,0
MrHarvey,2,-245,72,161,removed,2015-03-17 15:12:18.489,0
MrHarvey,2,-246,72,161,removed,2015-03-17 15:12:18.489,0
MrHarvey,0,-246,255,161,removed,2015-03-17 15:12:18.49,0
MrHarvey,0,-246,255,161,removed,2015-03-17 15:12:18.49,0
MrHarvey,0,-246,255,161,removed,2015-03-17 15:12:18.491,0
MrHarvey,2,-247,72,160,removed,2015-03-17 15:12:18.591,0
MrHarvey,0,-247,255,160,removed,2015-03-17 15:12:18.69,0
MrHarvey,0,-247,255,160,removed,2015-03-17 15:12:18.741,0
MrHarvey,2,-248,72,158,removed,2015-03-17 15:12:18.741,0
MrHarvey,0,-248,255,158,removed,2015-03-17 15:12:18.992,0
MrHarvey,2,-248,72,157,removed,2015-03-17 15:12:18.993,0
MrHarvey,0,-248,255,157,removed,2015-03-17 15:12:18.993,0
MrHarvey,2,-249,72,156,removed,2015-03-17 15:12:19.141,0
MrHarvey,0,-249,255,156,removed,2015-03-17 15:12:19.142,0
MrHarvey,2,-250,72,158,removed,2015-03-17 15:12:19.489,0
MrHarvey,0,-250,255,158,removed,2015-03-17 15:12:19.49,0
MrHarvey,0,-250,255,158,removed,2015-03-17 15:12:19.49,0
MrHarvey,2,-250,72,159,removed,2015-03-17 15:12:19.491,0
MrHarvey,2,-250,72,160,removed,2015-03-17 15:12:19.591,0
MrHarvey,2,-251,72,160,removed,2015-03-17 15:12:19.74,0
MrHarvey,2,-252,72,160,removed,2015-03-17 15:12:19.994,0
MrHarvey,2,-253,72,160,removed,2015-03-17 15:12:19.995,0
MrHarvey,0,-253,255,160,removed,2015-03-17 15:12:19.995,0
MrHarvey,0,-253,255,160,removed,2015-03-17 15:12:20.046,0
MrHarvey,2,-254,72,162,removed,2015-03-17 15:12:20.147,0
MrHarvey,0,-254,255,162,removed,2015-03-17 15:12:20.24,0
MrHarvey,2,-254,72,162,removed,2015-03-17 15:12:20.494,0
MrHarvey,0,-254,255,162,removed,2015-03-17 15:12:20.59,0
MrHarvey,2,-255,72,162,removed,2015-03-17 15:12:20.641,0
MrHarvey,2,-256,72,162,removed,2015-03-17 15:12:20.989,0
MrHarvey,2,-257,72,162,removed,2015-03-17 15:12:20.99,0
MrHarvey,0,-257,255,162,removed,2015-03-17 15:12:20.99,0
MrHarvey,2,-257,72,162,removed,2015-03-17 15:12:21.091,0
MrHarvey,2,-258,72,163,removed,2015-03-17 15:12:21.192,0
MrHarvey,0,-258,255,163,removed,2015-03-17 15:12:21.494,0
MrHarvey,0,-258,255,163,removed,2015-03-17 15:12:21.495,0
MrHarvey,2,-256,72,164,removed,2015-03-17 15:12:21.495,0
MrHarvey,0,-256,255,164,removed,2015-03-17 15:12:21.496,0
MrHarvey,0,-256,255,164,removed,2015-03-17 15:12:21.496,0
MrHarvey,0,-256,255,164,removed,2015-03-17 15:12:21.497,0
MrHarvey,0,-256,255,164,removed,2015-03-17 15:12:21.546,0
MrHarvey,0,-256,255,164,removed,2015-03-17 15:12:21.641,0
MrHarvey,2,-255,72,166,removed,2015-03-17 15:12:21.741,0
MrHarvey,2,-256,72,167,removed,2015-03-17 15:12:21.993,0
MrHarvey,0,-256,255,167,removed,2015-03-17 15:12:21.993,0
MrHarvey,2,-257,72,166,removed,2015-03-17 15:12:21.994,0
MrHarvey,0,-257,255,166,removed,2015-03-17 15:12:21.995,0
MrHarvey,0,-257,255,166,removed,2015-03-17 15:12:21.995,0
MrHarvey,0,-257,255,166,removed,2015-03-17 15:12:22.046,0
MrHarvey,2,-259,72,166,removed,2015-03-17 15:12:22.191,0
MrHarvey,0,-259,255,166,removed,2015-03-17 15:12:22.249,0
MrHarvey,2,-260,72,165,removed,2015-03-17 15:12:22.496,0
MrHarvey,0,-260,255,165,removed,2015-03-17 15:12:22.497,0
MrHarvey,2,-261,72,164,removed,2015-03-17 15:12:22.498,0
MrHarvey,0,-261,255,164,removed,2015-03-17 15:12:22.546,0
MrHarvey,0,-261,255,164,removed,2015-03-17 15:12:22.546,0
MrHarvey,2,-261,72,163,removed,2015-03-17 15:12:22.99,0
MrHarvey,0,-261,255,163,removed,2015-03-17 15:12:22.991,0
MrHarvey,2,-262,72,162,removed,2015-03-17 15:12:22.992,0
MrHarvey,0,-262,255,162,removed,2015-03-17 15:12:22.992,0
MrHarvey,2,-263,72,162,removed,2015-03-17 15:12:23.142,0
MrHarvey,2,-264,72,162,removed,2015-03-17 15:12:23.241,0
MrHarvey,0,-264,255,162,removed,2015-03-17 15:12:23.489,0
MrHarvey,2,-264,72,163,removed,2015-03-17 15:12:23.49,0
MrHarvey,2,-265,72,163,removed,2015-03-17 15:12:23.49,0
MrHarvey,2,-264,72,164,removed,2015-03-17 15:12:23.491,0
MrHarvey,0,-264,255,164,removed,2015-03-17 15:12:23.54,0
MrHarvey,2,-264,72,164,removed,2015-03-17 15:12:23.591,0
MrHarvey,2,-265,72,165,removed,2015-03-17 15:12:23.642,0
MrHarvey,0,-265,255,165,removed,2015-03-17 15:12:23.74,0
MrHarvey,2,-265,72,165,removed,2015-03-17 15:12:23.994,0
MrHarvey,2,-266,72,165,removed,2015-03-17 15:12:23.994,0
MrHarvey,2,-266,72,166,removed,2015-03-17 15:12:23.994,0
MrHarvey,0,-266,255,166,removed,2015-03-17 15:12:23.995,0
MrHarvey,2,-265,72,167,removed,2015-03-17 15:12:24.045,0
MrHarvey,2,-265,72,168,removed,2015-03-17 15:12:24.241,0
MrHarvey,0,-265,255,168,removed,2015-03-17 15:12:24.497,0
MrHarvey,2,-265,72,169,removed,2015-03-17 15:12:24.497,0
MrHarvey,0,-265,255,169,removed,2015-03-17 15:12:24.498,0
MrHarvey,2,-264,72,169,removed,2015-03-17 15:12:24.499,0
MrHarvey,2,-264,72,170,removed,2015-03-17 15:12:24.547,0
MrHarvey,2,-265,72,170,removed,2015-03-17 15:12:24.64,0
MrHarvey,0,-265,255,170,removed,2015-03-17 15:12:24.691,0
MrHarvey,0,-265,255,170,removed,2015-03-17 15:12:24.692,0
MrHarvey,2,-267,72,169,removed,2015-03-17 15:12:24.998,0
MrHarvey,2,-267,72,170,removed,2015-03-17 15:12:24.999,0
MrHarvey,0,-267,255,170,removed,2015-03-17 15:12:24.999,0
MrHarvey,2,-266,72,171,removed,2015-03-17 15:12:25.046,0
MrHarvey,0,-266,255,171,removed,2015-03-17 15:12:25.046,0
MrHarvey,2,-265,72,172,removed,2015-03-17 15:12:25.091,0
MrHarvey,2,-266,72,172,removed,2015-03-17 15:12:25.191,0
MrHarvey,0,-266,255,172,removed,2015-03-17 15:12:25.241,0
MrHarvey,2,-267,72,172,removed,2015-03-17 15:12:25.498,0
MrHarvey,0,-267,255,172,removed,2015-03-17 15:12:25.498,0
MrHarvey,0,-267,255,172,removed,2015-03-17 15:12:25.499,0
MrHarvey,2,-268,72,172,removed,2015-03-17 15:12:25.5,0
MrHarvey,0,-268,255,172,removed,2015-03-17 15:12:25.5,0
MrHarvey,2,-268,72,173,removed,2015-03-17 15:12:25.641,0
MrHarvey,2,-268,72,174,removed,2015-03-17 15:12:25.74,0
MrHarvey,0,-268,255,174,removed,2015-03-17 15:12:25.996,0
MrHarvey,2,-268,72,174,removed,2015-03-17 15:12:25.996,0
MrHarvey,2,-269,72,174,removed,2015-03-17 15:12:25.997,0
MrHarvey,2,-268,72,175,removed,2015-03-17 15:12:25.997,0
MrHarvey,0,-268,255,175,removed,2015-03-17 15:12:25.998,0
MrHarvey,18,-267,73,176,removed,2015-03-17 15:12:25.998,0
MrHarvey,18,-266,73,175,removed,2015-03-17 15:12:26.047,0
MrHarvey,0,-266,255,175,removed,2015-03-17 15:12:26.141,0
MrHarvey,2,-263,72,177,removed,2015-03-17 15:12:27.141,0
MrHarvey,2,-262,72,177,removed,2015-03-17 15:12:27.141,0
MrHarvey,0,-262,255,177,removed,2015-03-17 15:12:27.191,0
MrHarvey,2,-261,72,177,removed,2015-03-17 15:12:27.502,0
MrHarvey,18,-260,72,178,removed,2015-03-17 15:12:27.691,0
MrHarvey,18,-259,73,177,removed,2015-03-17 15:12:27.999,0
MrHarvey,0,-259,255,177,removed,2015-03-17 15:12:28.0,0
MrHarvey,2,-262,72,172,removed,2015-03-17 15:12:28.505,0
MrHarvey,2,-261,72,172,removed,2015-03-17 15:12:28.506,0
MrHarvey,2,-260,72,172,removed,2015-03-17 15:12:28.506,0
MrHarvey,2,-260,72,171,removed,2015-03-17 15:12:28.741,0
MrHarvey,0,-260,255,171,removed,2015-03-17 15:12:28.998,0
MrHarvey,2,-260,72,170,removed,2015-03-17 15:12:28.999,0
MrHarvey,0,-260,255,170,removed,2015-03-17 15:12:28.999,0
MrHarvey,2,-260,72,169,removed,2015-03-17 15:12:29.0,0
MrHarvey,0,-260,255,169,removed,2015-03-17 15:12:29.047,0
MrHarvey,2,-259,72,169,removed,2015-03-17 15:12:29.141,0
MrHarvey,2,-258,72,169,removed,2015-03-17 15:12:29.142,0
MrHarvey,0,-258,255,169,removed,2015-03-17 15:12:29.241,0
MrHarvey,0,-258,255,169,removed,2015-03-17 15:12:29.5,0
MrHarvey,2,-258,72,168,removed,2015-03-17 15:12:29.501,0
MrHarvey,2,-257,72,168,removed,2015-03-17 15:12:29.502,0
MrHarvey,2,-257,72,169,removed,2015-03-17 15:12:29.503,0
MrHarvey,0,-257,255,169,removed,2015-03-17 15:12:29.591,0
MrHarvey,2,-256,72,168,removed,2015-03-17 15:12:29.691,0
MrHarvey,2,-255,72,169,removed,2015-03-17 15:12:30.008,0
MrHarvey,0,-255,255,169,removed,2015-03-17 15:12:30.009,0
MrHarvey,2,-254,72,169,removed,2015-03-17 15:12:30.091,0
MrHarvey,2,-254,72,167,removed,2015-03-17 15:12:30.246,0
MrHarvey,0,-254,255,167,removed,2015-03-17 15:12:30.247,0
MrHarvey,2,-255,72,167,removed,2015-03-17 15:12:30.504,0
